MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,price
6.1563,13.0,6.3392,1.0441,557.0,2.4537,35.44,-118.93,204200
1.8419,18.0,6.9463,1.9164,799.0,2.3851,35.74,-118.31,92300
2.25,15.0,6.1121,1.2555,730.0,2.2741,35.68,-118.06,67500
2.6288,23.0,6.4219,1.4199,1097.0,2.2252,35.75,-118.44,96000
2.0694,18.0,6.8899,1.558,1366.0,1.9797,35.72,-118.47,81200
1.5957,18.0,6.3276,1.5594,986.0,1.8889,35.7,-118.5,101400
1.4205,28.0,31.0625,8.5,98.0,2.0417,35.72,-118.59,90000
3.4792,33.0,6.7444,1.4574,584.0,2.6188,35.65,-118.87,94600
1.8369,17.0,6.1947,1.3526,775.0,2.0395,35.48,-118.23,59400
1.5667,15.0,6.3785,1.4387,1007.0,2.1656,35.64,-118.33,72500
2.3125,15.0,5.9011,1.2557,2310.0,2.3077,35.63,-118.41,96900
1.4141,18.0,5.9077,1.3513,782.0,2.0051,35.62,-118.45,75800
1.3023,17.0,5.2646,1.2529,927.0,2.171,35.64,-118.47,68500
1.6236,17.0,5.4747,1.2722,1614.0,2.2079,35.61,-118.48,67300
1.8819,16.0,6.6865,1.4647,1802.0,2.233,35.58,-118.45,69700
2.5474,13.0,8.2138,2.1775,756.0,2.7391,35.47,-118.61,78400
3.625,35.0,6.75,1.375,1870.0,4.3287,35.73,-117.73,55000
2.0441,33.0,5.9838,1.3086,1155.0,2.6798,35.63,-117.66,42100
2.8,18.0,5.1351,1.1051,1128.0,2.1163,35.65,-117.67,72000
3.3269,15.0,5.2651,1.1228,1245.0,2.4269,35.65,-117.68,81900
4.0167,5.0,4.875,1.1897,520.0,2.2414,35.65,-117.69,87500
5.8625,8.0,6.7243,1.0426,1154.0,2.8922,35.64,-117.7,109400
5.2043,15.0,5.5512,0.9778,1408.0,2.4027,35.64,-117.68,95700
6.1935,6.0,6.276,1.0148,927.0,2.7507,35.64,-117.67,115700
3.0687,32.0,5.1856,1.1147,1613.0,2.2847,35.63,-117.67,63500
6.0653,18.0,6.5567,0.9697,1777.0,2.6884,35.63,-117.68,105300
5.5773,5.0,7.3621,1.1262,1335.0,3.1192,35.63,-117.69,109000
3.5931,18.0,5.501,1.0269,1426.0,2.9524,35.62,-117.7,71900
3.5988,9.0,5.7156,1.1213,1929.0,2.5997,35.61,-117.68,84500
6.0532,12.0,5.9715,0.8577,765.0,2.7224,35.6,-117.68,102800
3.858,16.0,5.499,0.9918,1473.0,3.0246,35.6,-117.7,70200
2.1458,30.0,5.1532,1.2754,1481.0,2.5491,35.62,-117.68,52400
4.25,10.0,5.3014,1.01,1349.0,2.6926,35.61,-117.64,83200
4.15,11.0,5.5009,1.0616,2728.0,2.5448,35.62,-117.66,85700
4.8494,5.0,6.6531,1.0812,2623.0,3.0429,35.61,-117.66,87200
2.5812,14.0,5.489,1.2334,850.0,2.6814,35.6,-117.66,91700
3.9261,12.0,5.6573,1.0449,1027.0,2.8848,35.63,-117.76,101300
5.5551,9.0,6.7095,1.0651,1518.0,2.6725,35.55,-117.68,142500
1.8984,19.0,4.3065,1.1111,598.0,2.2912,35.65,-117.81,54300
4.1518,13.0,6.1981,1.0845,1181.0,2.8527,35.73,-117.87,91800
5.0762,11.0,5.9155,1.0676,765.0,2.5845,35.54,-117.84,98000
3.1755,15.0,5.3326,1.095,1110.0,2.5113,35.65,-117.74,81700
1.9962,28.0,5.1563,1.31,858.0,2.3127,35.35,-117.84,50800
3.4015,21.0,4.8039,1.174,945.0,2.6105,35.05,-118.0,86500
3.3693,30.0,5.4711,1.0921,1347.0,2.8844,35.03,-117.82,71800
1.625,4.0,3.0,0.5,8.0,1.3333,35.22,-117.76,275000
2.375,4.0,1.0,1.0,6.0,3.0,35.21,-117.79,137500
3.3889,15.0,6.0949,1.1424,917.0,2.9019,35.12,-118.01,68500
3.5391,5.0,5.7249,1.0862,2504.0,2.9563,35.13,-117.98,81900
4.25,4.0,6.2322,1.1896,1150.0,2.7251,35.13,-117.95,104400
4.875,1.0,5.5333,1.0,32.0,2.1333,35.08,-117.95,141700
4.5724,4.0,6.837,1.2296,352.0,2.6074,35.1,-117.98,84500
2.875,15.0,5.8919,1.1243,960.0,2.5946,35.16,-117.99,87800
2.9583,20.0,5.4906,1.1006,422.0,2.6541,34.92,-118.27,91700
2.8097,11.0,5.6216,1.133,3571.0,2.7301,34.86,-118.34,130000
3.4338,28.0,5.2088,1.1368,1644.0,2.8842,35.03,-117.68,54900
4.2292,33.0,5.8419,1.1287,853.0,3.136,34.99,-117.68,64400
1.9107,36.0,4.9129,1.3112,672.0,2.7884,35.0,-117.65,39800
2.6149,10.0,5.5993,1.229,2227.0,2.7125,34.86,-118.15,83500
3.0184,9.0,5.4209,1.054,761.0,2.7374,34.87,-118.17,87900
5.0553,2.0,6.2219,1.1509,923.0,2.7308,34.87,-118.19,111100
2.7361,21.0,4.278,0.9747,1488.0,2.6859,34.86,-118.17,83300
2.0441,15.0,4.0646,1.1255,569.0,2.1635,35.06,-118.15,73300
2.5875,44.0,4.6655,1.1043,776.0,2.7914,35.05,-118.16,68900
3.7452,14.0,5.6882,1.0894,1631.0,3.1008,35.05,-118.19,83200
2.16,29.0,4.9585,1.092,821.0,2.4362,35.04,-118.15,56800
4.625,7.0,6.6835,1.1116,1932.0,2.9541,35.16,-118.51,136800
4.0581,7.0,7.054,1.235,3617.0,2.6401,35.2,-118.66,162900
2.3917,10.0,6.5897,1.3565,1167.0,2.6166,35.27,-118.34,79000
3.6949,4.0,5.7337,1.1287,4631.0,3.1546,35.14,-118.48,115800
3.4911,6.0,7.5934,1.3402,1243.0,2.5788,35.08,-118.61,137200
3.8917,11.0,7.1472,1.3582,1539.0,2.7287,34.99,-118.61,120800
2.6417,19.0,5.0145,1.0323,1457.0,2.35,35.13,-118.46,94900
3.2405,16.0,6.1138,1.2156,2033.0,3.0434,35.12,-118.46,85500
3.2632,8.0,5.4667,1.0444,930.0,2.5833,35.12,-118.43,99800
1.7917,34.0,4.3985,1.0902,602.0,2.2632,35.13,-118.44,80000
1.8636,21.0,4.8568,1.1432,1133.0,2.8977,35.13,-118.44,67900
2.7845,28.0,5.1083,1.0199,1233.0,3.5128,35.3,-118.91,82200
4.0,24.0,7.288,1.163,667.0,3.625,35.26,-118.95,94500
2.6302,33.0,6.0714,1.1071,717.0,3.6582,35.27,-118.83,81300
1.9236,29.0,5.1265,1.0356,909.0,3.5929,35.13,-118.92,106300
1.7656,26.0,4.1494,0.8911,1222.0,3.0937,35.23,-118.85,68000
1.9688,31.0,4.108,1.0105,2302.0,4.0105,35.23,-118.82,53900
2.1357,17.0,4.3245,1.0684,1763.0,3.8918,35.2,-118.83,53500
2.1136,34.0,4.8022,1.0308,1910.0,4.1978,35.2,-118.82,57300
1.9907,17.0,4.3417,1.0577,2566.0,4.0031,35.2,-118.85,51200
2.0921,29.0,4.5784,1.0359,1344.0,4.3922,35.27,-118.91,61400
1.9066,31.0,4.2176,1.024,5666.0,3.8888,35.26,-118.9,54600
2.0174,20.0,4.1467,1.0043,3450.0,3.75,35.26,-118.92,63700
1.7716,29.0,4.1316,1.0773,2949.0,4.2189,35.24,-118.91,45500
2.2885,38.0,5.4332,1.0802,540.0,2.8877,36.41,-119.69,75000
3.4926,30.0,5.3602,0.9712,1123.0,3.2363,36.44,-119.57,94200
3.0375,26.0,6.1479,1.09,1002.0,3.2219,36.37,-119.55,126300
3.3214,25.0,6.0939,1.0903,879.0,3.1733,36.38,-119.69,103100
3.1406,41.0,5.6918,1.0205,443.0,3.0342,36.37,-119.78,100000
2.7159,25.0,5.6949,0.989,819.0,3.011,36.37,-119.83,101400
2.9167,26.0,5.6787,1.0643,779.0,3.1285,36.34,-119.87,83900
2.0285,25.0,5.293,1.0354,7679.0,4.8601,36.32,-119.93,106300
3.0667,19.0,5.3575,1.0115,1971.0,3.2471,36.32,-119.79,75800
3.9926,14.0,5.5556,1.0098,1867.0,3.0507,36.32,-119.77,92500
3.1667,14.0,4.7844,1.0818,737.0,2.7398,36.31,-119.78,126400
2.6218,14.0,4.6841,1.0994,2191.0,2.7911,36.31,-119.77,69100
2.2937,25.0,5.1863,1.0708,2414.0,2.512,36.31,-119.79,72300
2.1038,24.0,5.0159,1.0729,1052.0,2.3964,36.3,-119.77,62000
2.1681,30.0,5.2443,1.1108,1255.0,3.5653,36.3,-119.78,66600
4.3438,16.0,5.9412,0.9585,903.0,3.1246,36.3,-119.79,93100
4.2917,6.0,5.1423,0.9228,764.0,3.1057,36.29,-119.79,104200
2.0673,18.0,5.4138,1.1092,424.0,2.4368,36.32,-119.82,87500
3.2386,16.0,5.03,1.06,515.0,2.575,36.33,-119.78,112500
4.5714,29.0,6.055,1.0194,1066.0,3.4498,36.27,-119.78,100800
5.1728,7.0,4.6505,0.8155,327.0,3.1748,36.29,-119.8,107500
3.1071,24.0,5.1321,1.0566,442.0,4.1698,36.28,-119.81,56100
3.2019,33.0,6.1286,1.019,580.0,2.7619,36.34,-119.72,112500
2.2721,40.0,4.6289,0.8633,676.0,2.6406,36.32,-119.72,52600
2.6477,40.0,6.2995,1.3048,586.0,3.1337,36.32,-119.7,43500
2.8281,20.0,6.1,1.0825,1579.0,3.9475,36.31,-119.73,60200
2.2895,10.0,4.3455,0.9136,693.0,3.15,36.3,-119.7,62000
4.9432,10.0,6.8987,1.038,470.0,2.9747,36.35,-119.67,118800
3.5486,4.0,6.2083,1.305,1478.0,2.4633,36.37,-119.65,148000
4.3911,21.0,5.976,0.911,837.0,2.8664,36.35,-119.65,107900
2.8788,38.0,5.8622,1.0577,1378.0,2.5661,36.35,-119.65,85500
3.1094,15.0,4.4092,0.9565,947.0,2.422,36.35,-119.66,91900
5.2134,13.0,7.5641,1.0897,1055.0,3.3814,36.36,-119.64,97400
3.8108,23.0,5.4393,0.9624,1525.0,2.6068,36.35,-119.64,90400
4.2396,4.0,5.1975,1.0586,920.0,2.8395,36.35,-119.63,90600
2.6145,10.0,5.117,1.0223,1864.0,2.5961,36.35,-119.62,80300
2.8125,30.0,5.9228,1.0403,746.0,2.5034,36.35,-119.64,70200
3.5536,26.0,6.6804,1.1918,699.0,3.1918,36.34,-119.63,71400
1.8385,14.0,5.2379,1.0733,1633.0,2.9213,36.33,-119.63,67500
3.0139,32.0,5.6515,1.0758,926.0,3.5076,36.33,-119.61,61500
2.2333,36.0,5.9529,1.1255,749.0,2.9373,36.32,-119.63,61000
2.6397,32.0,4.6783,0.965,859.0,3.0035,36.34,-119.66,59700
1.8529,46.0,5.356,1.0433,752.0,2.3282,36.34,-119.65,67200
3.0846,47.0,5.9333,1.1333,832.0,2.6413,36.34,-119.65,76100
1.8606,32.0,4.7177,1.0686,1504.0,2.3987,36.34,-119.64,56700
1.4524,41.0,4.2926,1.0624,1852.0,2.5687,36.33,-119.64,51700
2.3523,52.0,5.1728,1.0576,624.0,2.5679,36.33,-119.65,59100
1.3882,47.0,4.3942,1.112,693.0,2.8755,36.33,-119.65,53800
1.7596,26.0,5.1034,1.0431,268.0,2.3103,36.32,-119.68,120800
2.9375,19.0,5.2363,1.0295,850.0,3.5865,36.33,-119.67,81700
4.0909,16.0,5.2784,0.9613,1052.0,2.7113,36.33,-119.66,92800
1.4194,10.0,4.1089,1.0354,988.0,2.5013,36.33,-119.66,58100
2.3256,24.0,5.9596,1.2764,1532.0,3.4427,36.32,-119.66,56800
2.5833,28.0,5.5208,1.15,873.0,3.6375,36.32,-119.68,54400
2.9936,12.0,5.5,1.0743,1859.0,3.7329,36.31,-119.68,60600
3.3681,18.0,5.4104,0.9528,717.0,3.3821,36.3,-119.66,70500
1.5433,11.0,4.4621,1.0828,713.0,2.4586,36.32,-119.65,50400
1.3569,32.0,4.6033,1.0919,1772.0,3.6994,36.32,-119.64,43100
2.3466,28.0,5.2278,0.9722,588.0,3.2667,36.3,-119.65,53400
1.5909,27.0,5.3275,1.1056,1071.0,3.7711,36.31,-119.64,50100
1.8839,25.0,5.2323,1.051,1460.0,4.136,36.31,-119.61,46300
2.625,20.0,5.9532,1.0067,1394.0,3.1047,36.27,-119.57,97400
2.395,35.0,6.7033,1.1633,970.0,3.2333,36.25,-119.69,94100
2.4286,23.0,4.14,0.9,171.0,3.42,36.18,-119.63,100000
2.25,32.0,4.8516,1.0258,524.0,3.3806,36.11,-119.59,50000
2.3889,6.0,6.3166,1.2947,992.0,3.1097,36.09,-119.57,53200
1.3967,21.0,3.893,0.9211,1469.0,4.138,36.1,-119.58,46500
1.5313,29.0,5.8082,1.0685,284.0,3.8904,36.1,-119.56,43800
2.13,25.0,4.3373,1.0397,893.0,3.5437,36.1,-119.56,50800
3.2847,35.0,6.2189,1.0755,792.0,2.9887,36.09,-119.56,64700
1.85,14.0,4.5412,1.0394,1077.0,3.8602,36.09,-119.56,52300
1.6607,37.0,4.0316,0.9947,639.0,3.3632,36.08,-119.56,42100
2.2169,21.0,5.0352,0.9673,1397.0,3.5101,36.11,-119.58,61600
1.5727,16.0,3.8047,1.0417,1201.0,3.1276,36.1,-119.57,54800
3.5313,36.0,6.2194,1.1403,737.0,2.6511,36.1,-119.57,68800
2.0595,37.0,6.1168,1.1533,707.0,2.5803,36.1,-119.57,60700
2.4688,21.0,5.0588,1.0065,1137.0,3.7157,36.15,-119.74,61300
1.875,43.0,4.675,0.95,106.0,2.65,36.2,-119.9,137500
2.0221,33.0,5.6463,1.1878,694.0,3.0306,36.19,-119.82,52200
0.4999,23.0,6.0545,1.6727,198.0,3.6,36.09,-119.99,100000
2.0976,25.0,3.6608,0.9441,1505.0,5.2622,35.99,-119.96,47700
3.05,20.0,4.2162,1.0541,171.0,4.6216,36.02,-119.8,225000
2.9708,27.0,5.4946,1.1236,1371.0,2.974,36.04,-120.14,60900
2.2167,18.0,3.7825,1.0844,1119.0,3.6331,36.01,-120.12,48500
2.0335,33.0,4.4485,1.0825,1371.0,3.5335,36.0,-120.14,43900
2.25,7.0,4.8555,1.1422,1387.0,3.2867,35.99,-120.12,56200
2.375,26.0,6.0,1.0,13.0,1.625,35.87,-120.13,71300
3.125,16.0,6.8158,1.3947,131.0,3.4474,35.91,-120.0,62500
0.4999,16.0,21.6316,6.0,26.0,1.3684,39.42,-122.89,73500
3.9519,39.0,7.2346,1.3408,534.0,2.9832,39.23,-122.9,98900
2.0208,43.0,3.2963,0.6667,86.0,3.1852,39.18,-122.91,72500
4.35,44.0,5.1795,1.0769,142.0,3.641,39.17,-122.91,68300
2.575,45.0,5.6638,1.194,649.0,2.7974,39.17,-122.9,73600
2.2188,20.0,5.7398,1.1786,521.0,2.6582,39.14,-122.88,106300
3.8333,24.0,7.5724,1.331,353.0,2.4345,39.12,-123.07,92600
3.25,17.0,5.2778,0.9583,225.0,3.125,39.13,-122.95,137500
2.2551,10.0,6.252,1.311,585.0,2.3031,39.11,-122.89,71100
1.9141,15.0,6.5342,1.4316,835.0,2.1974,39.09,-122.9,143200
4.0,24.0,5.9825,1.1228,146.0,2.5614,39.08,-122.92,166300
2.8906,18.0,6.4857,1.1429,272.0,2.5905,39.1,-122.94,140600
3.45,14.0,5.7949,1.1026,851.0,3.1172,39.02,-122.99,164100
2.4423,21.0,5.7795,1.2703,1000.0,2.6247,39.07,-122.91,102300
1.939,21.0,4.7356,0.9119,601.0,2.3027,39.06,-122.91,100300
3.5652,16.0,6.192,1.18,605.0,2.42,39.05,-122.92,119000
3.2216,20.0,5.3714,1.0905,621.0,2.9571,39.05,-122.91,93500
2.5457,38.0,5.5123,1.0986,1591.0,2.8011,39.05,-122.92,80700
3.7667,27.0,7.3056,1.9259,295.0,2.7315,39.05,-122.91,95000
1.3532,14.0,5.5597,1.3044,723.0,1.6932,39.03,-122.91,95800
3.3929,13.0,8.5806,1.7903,214.0,3.4516,39.14,-122.7,108300
1.6369,15.0,6.0031,1.3302,810.0,2.5234,39.13,-122.87,86500
2.0417,24.0,6.9799,1.5045,1015.0,2.2656,39.08,-122.86,78800
1.4679,26.0,5.9057,1.3342,679.0,1.8302,39.09,-122.83,94700
1.625,20.0,5.432,1.1934,685.0,2.0695,39.09,-122.79,66800
1.4676,17.0,5.4971,1.3655,798.0,2.3333,39.08,-122.8,65000
1.5208,23.0,7.4375,1.5625,321.0,2.5078,39.08,-122.79,89000
2.6181,15.0,5.9517,1.2007,661.0,2.4572,39.05,-122.78,108900
1.3,11.0,7.1412,1.5311,370.0,2.0904,39.09,-122.53,69700
2.7639,9.0,8.7586,1.7241,66.0,2.2759,39.04,-122.69,112500
1.9833,23.0,6.6311,1.6189,425.0,1.7418,39.04,-122.73,111500
2.1094,27.0,6.9589,1.6677,744.0,2.3544,39.02,-122.69,72400
1.165,27.0,5.6706,1.2902,594.0,2.3294,39.03,-122.66,53300
1.7446,16.0,7.2843,1.5882,943.0,1.849,39.02,-122.66,109400
2.3125,18.0,13.4407,2.5085,186.0,3.1525,39.0,-122.7,162500
2.3558,18.0,11.2095,2.1333,181.0,1.7238,38.99,-122.7,134700
1.8571,16.0,6.4249,1.4279,1596.0,2.3964,38.99,-122.65,75900
1.6607,16.0,6.2903,1.4129,337.0,2.1742,38.99,-122.52,77800
2.1838,27.0,9.0551,2.0,526.0,2.0709,38.98,-122.68,109700
1.1912,32.0,6.3562,1.6164,703.0,2.4075,38.97,-122.65,60000
1.75,17.0,5.4744,1.4712,633.0,2.0288,38.96,-122.63,64000
1.6865,19.0,6.2117,1.4986,832.0,2.3175,38.95,-122.62,58800
2.3179,14.0,6.1383,1.4184,638.0,2.2624,38.94,-122.62,57500
4.3897,14.0,7.4516,1.1613,108.0,3.4839,38.93,-122.61,71300
1.4767,16.0,5.505,1.2957,572.0,1.9003,38.93,-122.6,62000
2.0577,16.0,5.7651,1.3434,828.0,2.494,38.96,-122.62,69000
2.3083,20.0,5.4858,1.2626,1072.0,2.3457,38.96,-122.63,60200
1.6769,27.0,5.8392,1.5804,898.0,2.4469,38.96,-122.65,63200
1.7273,29.0,6.4926,1.375,326.0,2.3971,38.96,-122.64,58200
1.2029,28.0,5.6082,1.3806,522.0,1.9478,38.95,-122.64,68900
1.7083,11.0,7.9767,1.4767,246.0,2.8605,38.95,-122.63,77300
1.7566,25.0,7.1075,1.5484,192.0,2.0645,38.94,-122.63,49000
1.125,18.0,4.5491,1.1467,1832.0,2.168,38.94,-122.63,81800
1.5455,13.0,5.8222,1.4333,215.0,2.3889,38.94,-122.62,55000
3.2375,17.0,8.0063,1.6928,723.0,2.2665,38.97,-122.7,114200
3.4187,17.0,10.0531,2.3357,889.0,2.1473,39.01,-122.75,200500
1.8833,23.0,7.6429,2.4167,265.0,3.1548,39.02,-122.79,96900
3.0466,11.0,6.5341,1.226,2144.0,2.7071,38.97,-122.78,97300
3.125,9.0,6.6578,1.2513,517.0,2.7647,38.94,-122.69,93400
1.375,20.0,4.1,1.8,94.0,9.4,38.91,-122.71,55000
2.5326,20.0,6.2925,1.2925,647.0,2.5573,39.05,-122.86,136800
1.8704,20.0,6.2698,1.2619,753.0,2.9881,39.0,-122.85,88500
1.6833,15.0,5.3519,0.9074,191.0,3.537,38.99,-122.83,113900
1.6164,17.0,4.6723,1.1723,719.0,2.4291,38.98,-122.83,77800
1.7196,21.0,5.2753,0.9888,556.0,3.1236,38.98,-122.84,75000
2.9934,20.0,6.2072,1.1532,904.0,2.7147,38.97,-122.92,134200
2.7188,20.0,5.4439,1.1076,504.0,2.2601,38.93,-122.89,105700
1.8692,15.0,4.7754,1.0725,567.0,2.0543,38.96,-122.83,93800
4.0119,26.0,7.12,1.4,293.0,2.93,38.92,-122.77,119400
3.4514,11.0,7.1111,1.4889,268.0,2.9778,38.89,-122.83,100000
3.3531,12.0,8.5511,1.7216,1554.0,2.9432,38.83,-122.74,90800
2.1964,10.0,4.9836,1.0328,161.0,2.6393,38.9,-122.48,112500
2.1953,15.0,5.1648,1.2051,599.0,2.1941,38.92,-122.59,75000
2.9583,23.0,7.122,1.3659,92.0,2.2439,38.9,-122.6,91700
1.8417,13.0,4.7706,1.055,249.0,2.2844,38.92,-122.62,84700
4.125,30.0,5.3846,2.9231,20.0,1.5385,38.92,-122.65,112500
1.5739,16.0,5.9146,1.206,519.0,2.608,38.87,-122.64,73500
2.5625,12.0,7.0205,1.2991,877.0,2.5718,38.82,-122.5,109200
4.0435,9.0,6.9225,1.2888,1050.0,2.8075,38.76,-122.51,132600
3.8831,7.0,8.6437,1.5131,1027.0,2.4394,38.81,-122.55,132100
3.375,15.0,5.3427,1.014,366.0,2.5594,38.78,-122.59,103100
3.4375,22.0,6.0,1.2394,461.0,3.2465,38.81,-122.66,83300
2.3125,29.0,8.4957,1.9316,302.0,2.5812,38.76,-122.68,67900
2.1474,21.0,4.9652,1.1254,727.0,2.5331,38.73,-122.62,85300
2.625,20.0,5.5312,1.3125,231.0,2.4062,38.71,-122.64,89600
0.536,26.0,7.8462,1.3077,43.0,3.3077,38.7,-122.52,87500
2.7188,26.0,6.828,1.232,761.0,3.044,41.07,-121.11,48100
2.5,29.0,6.3333,1.1057,364.0,2.9593,41.12,-120.96,59200
3.6641,17.0,5.5771,1.1543,511.0,2.92,40.85,-121.07,80800
1.6833,27.0,6.7565,1.6087,318.0,2.7652,40.98,-120.38,40000
3.625,33.0,10.9091,2.2273,63.0,2.8636,40.63,-120.35,200000
1.7214,11.0,19.9621,5.053,280.0,2.1212,40.65,-120.77,118300
3.3036,17.0,5.7792,1.0844,406.0,2.6364,40.51,-121.02,78300
2.5,19.0,6.1532,1.2523,302.0,2.7207,40.28,-120.96,64100
2.1833,52.0,7.2759,1.3846,1977.0,2.622,40.35,-121.03,49500
2.6902,15.0,5.0871,1.1468,1121.0,2.7886,40.43,-120.57,71500
2.5074,35.0,4.8822,1.0943,717.0,2.4141,40.42,-120.66,66400
2.1875,39.0,5.2174,1.0499,1467.0,2.3623,40.42,-120.65,64300
2.2992,52.0,4.9666,1.1408,1051.0,2.5084,40.41,-120.66,70200
1.5066,50.0,4.5457,1.107,987.0,2.577,40.41,-120.64,59300
3.5536,19.0,5.7426,1.0656,2229.0,2.8687,40.36,-120.71,105700
2.2661,16.0,5.7831,1.1305,1873.0,3.1746,40.37,-120.58,61800
2.4757,26.0,5.9,1.1179,762.0,2.7214,40.38,-120.42,85600
1.7333,19.0,5.4252,1.126,355.0,2.7953,40.45,-120.36,70000
5.5179,36.0,5.1429,1.1429,4198.0,599.7143,40.41,-120.51,67500
3.4028,17.0,5.9387,1.0911,1529.0,2.6778,40.29,-120.54,91000
3.4643,16.0,5.0724,1.0028,969.0,2.6992,40.31,-120.49,85100
2.1198,21.0,5.4041,0.9658,406.0,2.7808,40.17,-120.37,73500
2.6765,26.0,5.4153,1.1693,1037.0,2.3409,40.26,-120.2,47600
1.7267,19.0,6.0966,1.3525,1028.0,2.6841,39.92,-120.09,60700
6.1946,27.0,5.8615,0.9673,2363.0,2.661,34.27,-118.27,276100
4.9833,32.0,6.4611,1.2395,486.0,2.9102,34.26,-118.28,213000
4.008,33.0,5.1912,1.165,1845.0,3.0147,34.26,-118.29,191100
3.5568,37.0,4.9284,1.1047,1619.0,2.8255,34.26,-118.3,184500
4.81,42.0,4.9795,0.9636,1145.0,2.6082,34.26,-118.3,191900
3.5214,35.0,5.0246,1.1057,1166.0,2.8649,34.25,-118.28,197600
2.4727,19.0,3.7723,1.1271,1399.0,2.6546,34.25,-118.29,175000
3.0795,8.0,4.0524,1.1019,3565.0,2.5946,34.25,-118.29,161500
5.0234,37.0,5.7749,1.0534,1215.0,2.819,34.25,-118.27,257600
4.4485,35.0,6.4141,1.1043,879.0,2.6963,34.25,-118.27,261900
6.3688,30.0,5.5897,0.9462,1050.0,2.6923,34.24,-118.27,277600
4.6635,35.0,5.1933,0.9533,371.0,2.4733,34.25,-118.27,230100
4.4375,39.0,4.8881,1.049,358.0,2.5035,34.25,-118.27,195800
4.45,32.0,5.1562,1.0669,1278.0,2.5923,34.24,-118.28,263600
5.6184,29.0,5.8854,1.0069,1543.0,2.6788,34.24,-118.28,316900
3.1523,36.0,4.9808,1.1648,688.0,2.636,34.25,-118.3,176700
4.2639,31.0,5.6888,1.0504,3540.0,3.13,34.24,-118.33,293300
5.997,19.0,5.805,1.0364,3963.0,2.4846,34.22,-118.35,228700
4.1302,30.0,5.5022,0.9694,638.0,2.786,34.22,-118.35,258300
3.275,39.0,5.1761,1.0986,1047.0,3.6866,34.21,-118.35,181400
3.75,42.0,4.7478,0.9735,804.0,3.5575,34.21,-118.35,172600
5.1145,34.0,5.1469,0.9637,1810.0,2.8594,34.28,-118.31,219900
6.0808,35.0,4.9691,0.9416,759.0,2.6082,34.27,-118.31,215600
3.599,43.0,5.4513,1.1191,809.0,2.9206,34.26,-118.3,176500
4.1964,40.0,5.8197,1.1694,605.0,3.306,34.26,-118.3,185900
4.2685,38.0,5.8351,1.1856,1124.0,2.8969,34.26,-118.31,189600
3.0583,41.0,4.1175,1.0381,733.0,2.327,34.26,-118.31,160300
4.1339,34.0,4.9504,1.0,948.0,2.6116,34.26,-118.31,187300
4.4875,32.0,5.1608,1.1063,1804.0,2.5231,34.26,-118.32,222700
4.6944,30.0,6.03,0.9625,1700.0,3.1895,34.28,-118.35,248200
3.1349,29.0,4.3219,1.0427,1776.0,2.5299,34.27,-118.33,230200
6.2037,32.0,5.3451,0.9558,314.0,2.7788,34.27,-118.35,205400
5.2661,37.0,6.7019,1.1358,702.0,2.6491,34.26,-118.34,314900
6.1464,34.0,6.3093,1.0384,1267.0,2.86,34.25,-118.35,354400
6.838,34.0,6.4736,1.0088,1598.0,2.8134,34.26,-118.36,378000
3.1607,28.0,3.5873,1.0677,1142.0,2.4934,34.26,-118.3,200600
4.5833,44.0,4.9384,0.976,859.0,2.9418,34.25,-118.3,197300
5.76,37.0,6.0418,1.0293,624.0,2.6109,34.26,-118.31,239400
3.8,36.0,4.6015,1.1076,1005.0,2.4572,34.26,-118.31,217100
4.4375,24.0,5.3354,1.0554,2310.0,2.4138,34.26,-118.32,191500
4.4818,24.0,6.0412,1.0553,3566.0,4.5894,34.28,-118.39,166200
4.7932,22.0,5.2967,0.9868,3152.0,3.7703,34.28,-118.38,166300
3.3304,16.0,4.4623,1.0048,6161.0,4.1826,34.28,-118.4,154900
2.8214,8.0,4.4432,1.1587,2608.0,3.5677,34.27,-118.38,158300
3.35,35.0,4.6884,0.9488,1162.0,5.4047,34.29,-118.41,147600
4.2969,32.0,5.1993,1.0458,1818.0,5.9412,34.29,-118.41,145800
4.125,29.0,4.7782,1.0226,1338.0,5.0301,34.28,-118.42,150000
3.7566,32.0,5.4534,1.125,2609.0,5.5275,34.28,-118.41,146700
2.6652,22.0,4.1523,0.9563,3134.0,3.7001,34.28,-118.4,164800
3.2865,35.0,4.0493,0.9852,1197.0,5.8966,34.28,-118.42,133300
2.8,34.0,4.5535,0.9727,2391.0,5.4465,34.28,-118.42,144300
1.6295,33.0,4.2721,1.2049,1097.0,3.8763,34.27,-118.42,134300
3.3214,33.0,4.4198,1.0189,1216.0,5.7358,34.27,-118.42,131300
2.6667,35.0,3.896,0.8844,808.0,4.6705,34.27,-118.42,147800
3.0132,30.0,4.598,1.0233,2054.0,6.8239,34.28,-118.43,142600
4.2353,31.0,4.2007,1.026,1533.0,5.6989,34.27,-118.43,156800
3.024,36.0,4.0241,1.004,1312.0,5.2691,34.27,-118.43,148000
3.225,37.0,4.2845,1.0293,1371.0,5.7364,34.27,-118.42,147500
3.5104,30.0,3.3767,1.0108,1990.0,5.393,34.26,-118.43,140900
3.2583,37.0,3.7881,1.0388,1835.0,5.4776,34.26,-118.43,147200
3.4,35.0,4.1774,1.0054,1022.0,5.4946,34.27,-118.44,139600
